Name,Sub-Location,Address,Telephone,URL,Hours,Listedin,Modes of Payment,Year
 Seed Academy,Kottivakkam,"No 1, Kottivakkam, Chennai - 600041, Kalyani Nagar","['9551010166', '+(91)-9345757120']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Kindergartens- Playgroups,Cash- Debit- Cards- Cheques- Credit- Card,2004
 Kidzee Perambur,Perambur,"#20/13, Meenakshi Street, Perambur, Chennai - 600011, Near sankara madam & Iyappan Temple",['+(91)-9840609501'],, Monday  - 09:00 am - 04:30 am || Tuesday  - 09:00 am - 04:30 am || Wednesday  - 09:00 am - 04:30 am || Thursday  - 09:00 am - 04:30 am || Friday  - 09:00 am - 04:30 am || Saturday  - 09:00 am - 04:30 am || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Montessori- Teacher- Training- Institutes- Primary- Schools- Nursery- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- Credit- Card,2014
 Green Field Convent Matric Higher Secondary School,Redhills,"Redhills, Chennai - 600052, Budhur Post Pudupakkam Near Arumandai Junction",['+(91)-9176016565'],, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - 09:00 am - 04:00 pm || Sunday  - Closed,Kindergartens- Playgroups- English- Medium- Schools- Primary- Schools,Cash,2003
 Disney Play School,Keelakattalai,"No 29 E, Medavakkam Main Road, Keelakattalai, Chennai - 600117, Opposite Bus Terminal","['9940238591', '9940224412', '+(91)-9940229353']",, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - 08:00 am - 12:00 pm,Kindergartens- Playgroups- Day- Care- Centres,Cash- Master- Card- Visa- Card- Debit- Cards- Credit- Card,2001
 JUST EDUCATION,Korattur,"272,11th Street,Korattur,Chennai, Korattur, Chennai - 600050, Baker`s cottage","['+(91)-44-26870074', '+(91)-9677250461']",, Monday  - 09:00 am - 08:30 am || Tuesday  - 09:00 am - 08:30 am || Wednesday  - 09:00 am - 08:30 am || Thursday  - 09:00 am - 08:30 am || Friday  - 09:00 am - 08:30 am || Saturday  - 09:00 am - 08:30 am || Sunday  - 09:00 am - 08:30 am,CBSE- Schools- Language- Classes- For- English- Conversation- Kindergartens- Tutorials- Language- Classes- For- English- Language- Classes- For- Hindi- Tutorials- for- Class- XII- Home- Tutors- Playgroups- Day- Care- Centres- more...,Cash,2012
 KIDZEE PRE SCHOOL,Mangadu,"2, veera anjenayalu street,Sri chakra nagar, Mangadu, Chennai - 600122, backside to Malliga theatre",['+(91)-9952980161'],www.kidzee.com, Monday  - 09:30 am - 06:00 pm || Tuesday  - 09:30 am - 06:00 pm || Wednesday  - 09:30 am - 06:00 pm || Thursday  - 09:30 am - 06:00 pm || Friday  - 09:30 am - 06:00 pm || Saturday  - 09:30 am - 06:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Language- Classes- For- English- Playgroups- Day- Care- Centres- Handwriting- Classes- Creche- Nursery- Schools- Creche- Hourly,Cash- Cheques,2015
 Little Ants Play School,Kilpauk,"No 19 SAI Krupa, Kellys Road, Kilpauk, Chennai - 600010, Opposite To Telephone Exchange","['9176640006', '+(91)-44-42173030', '+(91)-9445108781']",www.littleants.in, Monday  - 08:00 am - 06:00 pm || Tuesday  - 08:00 am - 06:00 pm || Wednesday  - 08:00 am - 06:00 pm || Thursday  - 08:00 am - 06:00 pm || Friday  - 08:00 am - 06:00 pm || Saturday  - 08:00 am - 06:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools- Dance- Schools- Training- Pre- School- Skills,,2011
 Sacred Heart Nursery & Primary  School,Jawahar Nagar,"No 75, Srp Koil Street, Jawahar Nagar, Chennai - 600082, Agaram","['9841270545', '+(91)-44-26702018', '+(91)-9841279545']",, Monday  - 08:00 am - 04:00 pm || Tuesday  - 08:00 am - 05:30 am || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 08:00 am - 06:30 pm || Sunday  - 05:30 am - 06:30 pm,Schools- Kindergartens- Primary- Schools- Nursery- Schools,,
 Apple Kids,Anna Nagar,"Aj 65 New No 18 3rd Street, 9th Main Road, Anna Nagar, Chennai - 600040","['+(91)-9500102231', '9500100251']",www.applekids.in, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Primary- Schools- Nursery- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,
 Apple Kids International Pre School,Thiruvanmiyur,"Old No 7d/1 New No 24, 1st Seaward Road Valmiki Nagar, Thiruvanmiyur, Chennai - 600041, Near To Singapore Shoppe","['+(91)-9840913347', '9566052992']",www.applekids.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Creche,,
 Apple Kids International Pre School,Thiruvanmiyur,"Old No 7d/1 New No 24, 1st Seaward Road Valmiki Nagar, Thiruvanmiyur, Chennai - 600041, Near To Singapore Shoppe","['+(91)-9840913347', '9566052992']",www.applekids.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Creche,,
 Apple Kids,Valasaravakkam,"Plot No.1, Jai Garden,2nd street, Valasaravakkam, Chennai - 600087, opp Road To Reliance Trends",['+(91)-44-39618301'],www.applekids.in, Monday  - 09:00 am - 09:00 pm || Tuesday  - 09:00 am - 09:00 pm || Wednesday  - 09:00 am - 09:00 pm || Thursday  - 09:00 am - 09:00 pm || Friday  - 09:00 am - 09:00 pm || Saturday  - 09:00 am - 09:00 pm || Sunday  - 09:00 am - 09:00 pm,Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- English- Language- Classes- For- Hindi- Playgroups- Day- Care- Centres- Summer- Camps- Language- Classes- For- French- Handwriting- Classes- Primary- Schools- more...,Cash,2009
 Kidzee,Porur,"No 6/85 Plot No 25, Samayapuram Nagar 1st Street Karambakkam, Porur, Chennai - 600116, Jain Temple Back Side",['+(91)-44-30653912'],, Monday  - 08:00 am - 05:30 pm || Tuesday  - 08:00 am - 05:30 pm || Wednesday  - 08:00 am - 05:30 pm || Thursday  - 08:00 am - 05:30 pm || Friday  - 08:00 am - 05:30 pm || Saturday  - 08:00 am - 05:30 pm || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Abacus- Classes- Handwriting- Classes,,2014
 Amelio Child Care Pvt Ltd,Thiruvanmiyur,"No 2, 25th East Street, Thiruvanmiyur, Chennai - 600041, Kamaraj Nagar",['+(91)-9500043131'],, Monday  - 05:30 am - 05:30 am || Tuesday  - 05:30 am - 05:30 am || Wednesday  - 05:30 am - 05:30 am || Thursday  - 05:30 am - 05:30 am || Friday  - 05:30 am - 05:30 am || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres,,
 Blooming Lotus Pre School,Anna Nagar,"Old No 26 New No 40 A Block, 6th Street, Anna Nagar, Chennai - 600040, Near Brn Sons",['+(91)-44-39614759'],www.bloominglotuspreschool.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Creche- Nursery- Schools- Creche- Hourly- more...,,2013
 Sree Murugan Play School,Vadapalani,"84/N, sampoornam avenue, Vadapalani, Chennai - 600026, near ram theater","['+(91)-9445695223', '9445694223']",, Monday  - 10:00 am - 07:00 pm || Tuesday  - 10:00 am - 07:00 pm || Wednesday  - 10:00 am - 07:00 pm || Thursday  - 10:00 am - 07:00 pm || Friday  - 10:00 am - 07:00 pm || Saturday  - 10:00 am - 07:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2011
 Sa Buu Three Kids,Saligramam,"No 19, Navanethammal Street, Saligramam, Chennai - 600093, Near Shoba Kalyana Mandapam","['+(91)-9790710278', '9283520337']",, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 09:00 am - 07:00 pm || Sunday  - 09:00 am - 07:00 pm,Kindergartens- Playgroups- Nursery- Schools,Cash,2010
 Global Kids Abacus & G K International School,Old Washermanpet,"No 834 1st Floor, T H Road, Old Washermanpet, Chennai - 600021, Near Bombay Hotel","['9444403215', '9940069571', '+(91)-9952952794', '+(91)-44-65254461']",, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 05:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Abacus- Classes- Handwriting- Classes- Primary- Schools- Nursery- Schools- Dance- Schools- Training- Reading- Training- Pre- School- Skills,Cash- Cheques,2005
 EURO KIDS,Villivakkam,"No. 6A, Muthu street, rajaji nagar, Villivakkam, Chennai - 600049, Near subway",['+(91)-8678979160'],, Monday  - 09:00 am - 02:00 pm || Tuesday  - 09:00 am - 02:00 pm || Wednesday  - 09:00 am - 02:00 pm || Thursday  - 09:00 am - 02:00 pm || Friday  - 09:00 am - 02:00 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Primary- Schools- Nursery- Schools- Training- Pre- School- Skills,Cheques,
 Kidzee,Tiruvottiyur,"No 18a, Kanakar Street, Tiruvottiyur, Chennai - 600019, Theradi Behind Rasheswari Hotel","['+(91)-9159897588', '9445002691']",www.kidzee.com, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Nursery- Schools,Cash- Cheques,2015
 I Play I Learn,Virugambakkam,"No 10/23, 2nd Main Road Venkateshwara Nagar 2nd Extn, Virugambakkam, Chennai - 600092, Opp To Padma Sarangapani Matric HR Sec School","['+(91)-44-45541403', '+(91)-9790000770']",, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Playgroups,,
 Apple Tree Play School,Villivakkam,"No 3/330 C Type, 5th Main Road SIDCO Nagar, Villivakkam, Chennai - 600049, Opp To Water Tank","['+(91)-44-26174147', '42654375', '+(91)-9790924031', '9500054031']",www.appletreeplayschool.com, Monday  - 08:30 am - 08:00 pm || Tuesday  - 08:30 am - 08:00 pm || Wednesday  - 08:30 am - 08:00 pm || Thursday  - 08:30 am - 08:00 pm || Friday  - 08:30 am - 08:00 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 08:30 am - 08:00 pm,Kindergartens- Playgroups- Day- Care- Centres- Handwriting- Classes- Creche- Nursery- Schools- Personality- Development,Cash,2008
 First School,Manapakkam,"No 234, Manapakkam Main Road, Manapakkam, Chennai - 600125, Opposite To Jain Apartments","['+(91)-9003010015', '9003010012']",www.thefirstschool.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Montessori- Schools,Cash,2011
 First School (Corporate Office),Adyar,"No 108 Akil Apartment Ground Floor, Kamaraj Avenue, Adyar, Chennai - 600020, Kasturibai Nagar","['9003010014', '+(91)-9003010015', '9003010012']",www.thefirstschool.in, Monday  - 09:30 am - 04:30 pm || Tuesday  - 09:30 am - 04:30 pm || Wednesday  - 09:30 am - 04:30 pm || Thursday  - 09:30 am - 04:30 pm || Friday  - 09:30 am - 04:30 pm || Saturday  - 09:30 am - 04:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Baby- Sitters- Montessori- Schools- Creche- Training- Pre- School- Skills,Cash,
 Euro Kids,Madipakkam,"Plot No. 6, Door No. 1296, Dr. Ambedhkar Salai, Periyar Nagar Extn., Madipakkam, Chennai - 600091, near shivavishnu temple",['+(91)-9791099954'],, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Creche,,2012
 KIDS ZONE,Kilpauk,"No 44 A, Avadi Road, Kilpauk, Chennai - 600010, Near Pachaiyappas College","['+(91)-9840640953', '+(91)-44-26473357']",, Monday  - 09:30 am - 07:00 pm || Tuesday  - 09:30 am - 07:00 pm || Wednesday  - 09:30 am - 07:00 pm || Thursday  - 09:30 am - 07:00 pm || Friday  - 09:30 am - 07:00 pm || Saturday  - 09:30 am - 07:00 pm || Sunday  - Closed,Kindergartens,Cash- Cheques,
 Euro Kids,Vepery,"No 14/78, Clemens Road, Vepery, Chennai - 600007, Near Roxy Theatre",['+(91)-9841004141'],, Monday  - 09:00 am - 11:30 am || Tuesday  - 09:00 am - 11:30 am || Wednesday  - 09:00 am - 11:30 am || Thursday  - 09:00 am - 11:30 am || Friday  - 09:00 am - 11:30 am || Saturday  - 09:00 am - 11:30 am || Sunday  - Closed,Kindergartens- Playgroups- Primary- Schools- Creche- Nursery- Schools,,
 Kids Nest,Royapettah,"30/10, Rathnam Street, Royapettah, Chennai - 600014, Opposite to Ponnusamy Hotel","['+(91)-44-28353484', '+(91)-9710324564']",, Monday  - 09:30 am - 01:00 pm || Tuesday  - 09:30 am - 01:00 pm || Wednesday  - 09:30 am - 01:00 pm || Thursday  - 09:30 am - 01:00 pm || Friday  - 09:30 am - 01:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools- Creche- Hourly- more...,Cash- Cheques,2008
 Hi5 International Pre School,Ayanavaram,"No 1, Police Manickam Street State Bank Colony, Ayanavaram, Chennai - 600023, Near Mettu Street","['+(91)-9962501555', '+(91)-44-26471555']",www.hi5academy.in, Monday  - 09:00 am - 05:30 pm || Tuesday  - 09:00 am - 05:30 pm || Wednesday  - 09:00 am - 05:30 pm || Thursday  - 09:00 am - 05:30 pm || Friday  - 09:00 am - 05:30 pm || Saturday  - 09:00 am - 05:30 pm || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Day- Care- Centres,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2010
 Tree House,Anna Nagar,"Old No A/26 New No A/40, 6th Street, Anna Nagar, Chennai - 600040, Near Adyar Bus Depot Signal","['+(91)-44-65154193', '+(91)-9884488089']",www.treehouseplaygroup.net, Monday  - 09:00 am - 06:30 pm || Tuesday  - 09:00 am - 06:30 pm || Wednesday  - 09:00 am - 06:30 pm || Thursday  - 09:00 am - 06:30 pm || Friday  - 09:00 am - 06:30 pm || Saturday  - 10:00 am - 01:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Montessori- Teacher- Training- Institutes- Activity- Clubs,Cash- Debit- Cards- Cheques- Credit- Card,2009
 Apple Kids,Koyambedu,"No 30, Samandhi Street Brindavan Nagar, Koyambedu, Chennai - 600107","['+(91)-44-24793578', '+(91)-9952078056', '9843640455']",www.applekids.in, Monday  - 09:00 am - 12:00 pm || Tuesday  - 09:00 am - 12:00 pm || Wednesday  - 09:00 am - 12:00 pm || Thursday  - 09:00 am - 12:00 pm || Friday  - 09:00 am - 12:00 pm || Saturday  - 09:00 am - 12:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Nursery- Schools,,
 Little Millennium-Periyar Nagar,Periyar Nagar-Jawahar Nagar,"Swagatham, Door No 3,Plot No C-319 Chandrasekaran Road, Periyar Nagar-Jawahar Nagar, Chennai - 600082, Behind IOB","['+(91)-9940228339', '9840847916', '+(91)-44-65652001']",www.littlemillennium.com, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 05:00 pm || Sunday  - Closed,Kindergartens- Language- Classes- For- English- Language- Classes- For- Hindi- Playgroups- Language- Classes- For- French- Nursery- Schools- Dance- Schools- Fine- Art- Institutes,Cash- Cheques,2015
 Fourlines Preschool,Alwarthirunagar,"No 43, Indhra Gandhi Street, Alwarthirunagar, Chennai - 600087, Near Police Booth","['+(91)-9789978778', '+(91)-44-24865557']",www.fourlinespreschool.com, Monday  - 08:30 am - 04:00 pm || Tuesday  - 08:30 am - 04:00 pm || Wednesday  - 08:30 am - 04:00 pm || Thursday  - 08:30 am - 04:00 pm || Friday  - 08:30 am - 04:00 pm || Saturday  - 09:00 am - 12:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Primary- Schools- Nursery- Schools,Cash,2014
 Euro Kids,Tondiarpet,"Old No:37 New No:124, Kummalamman Koil Street, Tondiarpet, Chennai - 600081",['+(91)-9500098175'],, Monday  - 05:30 am - 05:30 am || Tuesday  - 05:30 am - 05:30 am || Wednesday  - 05:30 am - 05:30 am || Thursday  - 05:30 am - 05:30 am || Friday  - 05:30 am - 05:30 am || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Nursery- Schools,,
 Little Elly,Nolambur,"No:3/Plot No:11, Jawaharlal Nehru Street, VGN Nagar, Nolambur, Chennai - 600037, Opposite to Jains Sunderbans Apartments","['8148609258', '+(91)-9894842725']",www.littleelly.in, Monday  - 08:30 am - 06:00 pm || Tuesday  - 08:30 am - 06:00 pm || Wednesday  - 08:30 am - 06:00 pm || Thursday  - 08:30 am - 06:00 pm || Friday  - 08:30 am - 06:00 pm || Saturday  - 08:30 am - 06:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Nursery- Schools- Creche- Hourly,Cash- Cheques,2014
 Kinderlounge,Velacheri,"Plot No 31, Vgp Selva Nagar Extn Anna Nagar 3rd Main Road, Velacheri, Chennai - 600042, Behind St Aantony School","['9176103401', '+(91)-9176396409']",www.kinderlounge.in, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 05:00 pm || Sunday  - 12:00 am - 05:00 pm,Playgroups- Kindergartens- Day- Care- Centres- Creche- Creche- Hourly,Cash- Cheques,2009
 Kidzee Pre School,Neelankarai-Palavakkam,"No 2/791-A, 1st Street, Neelankarai-Palavakkam, Chennai - 600041, Kazura Garden Opposite Hop Chips","['+(91)-9941690009', '9320063100']",www.kidzee.com, Monday  - 09:00 am - 05:30 pm || Tuesday  - 09:00 am - 05:30 pm || Wednesday  - 09:00 am - 05:30 pm || Thursday  - 09:00 am - 05:30 pm || Friday  - 09:00 am - 05:30 pm || Saturday  - 09:00 am - 05:30 pm || Sunday  - 09:00 am - 05:30 pm,Kindergartens- Playgroups- Handwriting- Classes- Creche- Nursery- Schools- Dance- Schools- Fine- Art- Institutes- Personality- Development,Cash- Cheques,2013
 Vivid Kids,Pammal,"No 17, Nehru Street, Pammal, Chennai - 600075, Anna Nagar Near Medlife Medicals","['+(91)-8056065905', '8056065906']",www.vividkids.in, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Drawing- Classes- Abacus- Classes- Day- Care- Centres- Handwriting- Classes- Music- Classes- For- Vocal- Carnatic- Creche- Dance- Classes- For- Children- Music- Classes- For- Carnatic- more...,Cash- Debit- Cards,2013
 Modern Kids Play School,Pallavaram,"No 1, Thennanthopu 2nd Street Rajaji Nagar, Pallavaram, Chennai - 600043, parallel to railway track","['9884081078', '+(91)-9884718078', '65159944', '+(91)-44-22660878', '65689944']",www.modernkids.info, Monday  - 09:00 am - 02:00 pm || Tuesday  - 09:00 am - 02:00 pm || Wednesday  - 09:00 am - 02:00 pm || Thursday  - 09:00 am - 02:00 pm || Friday  - 09:00 am - 02:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Handwriting- Classes- Language- Classes- Dance- Schools- Personality- Development- Training- Reading- Training- Pre- School- Skills- Training- Skill- Development- Children,Cash- Cheques,2004
